scientificName,type,size,ALSK,ANTA,APLR,ARAB,ARCH,ARCT,AUSE,AUSW,BENG,BERS,BPLR,BRAZ,CAMR,CARB,CCAL,CHIL,CHIN,CNRY,EAFR,ETRA,FKLD,GFST,GUIA,GUIN,INDE,INDW,ISSG,KURO,MEDI,MONS,NADR,NASE,NASW,NATR,NECS,NEWZ,NPPF,NPSW,NPTG,NWCS,PEQD,PNEC,PSAE,PSAW,REDS,SANT,SARC,SATL,SPSG,SSTC,SUND,TASM,WARM,WTRA
Histioneis schilleri,eSNCM,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis striata,eSNCM,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histioneis tubifera,eSNCM,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
Histioneis voukii,eSNCM,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karenia brevis,CM,23,0,0,0,6,0,0,0,0,0,0,0,0,0,36126,0,1,22,4,1,0,0,0,0,0,1,2,1,20,329,6,0,1,0,0,20,0,0,0,0,739,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Karenia mikimotoi,CM,25,1,0,0,2,0,21,10,64,0,4,7,0,1,68,24,0,16,24,1,0,0,0,0,0,0,0,0,483,467,0,2,0,0,0,6632,1,0,0,0,1031,0,0,0,0,0,0,46,0,2,1,0,2,0,0
Karenia papilionacea,CM,22,0,0,0,0,0,0,2,38,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0
Karlodinium armiger,CM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlodinium azanzae,CM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlodinium veneficum,CM,13,0,0,0,0,4,0,4,0,4,0,390,0,0,0,118,0,0,0,0,0,0,0,0,0,1,1,0,19,11,0,0,0,0,0,568,0,0,0,0,17,0,0,0,0,0,0,415,0,2,2,0,0,0,0
Kofoidinium splendens,eSNCM,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Kryptoperidinium foliaceum,pSNCM,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laboea strobila,GNCM,110,0,0,0,0,0,7,0,16,0,0,5,0,0,2,0,495,0,19,0,0,0,0,0,0,0,0,0,0,100,0,2,14,0,0,2181,0,0,0,0,621,15,0,0,0,0,0,125,0,14,43,6,0,0,0
Larcospira quadrangula,eSNCM,120,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42,0,0,0,0,15,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,10,0,0,0,11,4
Lepidodinium chlorophorum,CM,25,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidodinium viride,CM,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidodinium sp.,CM,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levanderina fissa,CM,42.5,0,3,0,0,0,0,0,0,0,4,0,0,1,0,1,0,5,0,0,0,0,0,23,0,0,0,0,203,50,0,1,0,0,0,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingulodinium polyedra,CM,40,0,0,0,3,4,40,1,4,6,0,28,0,4,21,961,240,4,195,3,5,0,0,74,107,1,3,0,6,2050,76,126,367,38,9,3814,1,0,1,0,114,9,0,0,0,0,1,299,6,6,38,0,2,0,8
Lithoptera mülleri,eSNCM,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonchostaurus rhombicus,eSNCM,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mantoniella antarctica,CM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mantoniella squamata,CM,4,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Margalefidinium polykrikoides,CM,25,0,0,0,0,7,0,3,0,0,25,9,0,31,3,0,6,60,0,0,0,0,0,2,0,0,0,0,25,19,2,0,0,0,0,5,0,0,0,0,32,1,0,0,0,0,0,13,0,0,0,4,0,0,0
Marginopora vertebralis,eSNCM,NA,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Maristentor dinoferus,eSNCM,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesodinium chamaeleon,pSNCM,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesodinium coatsi,pSNCM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesodinium major,pSNCM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
